real,forecast,base_r,base_p,fe_r,fe_p
25415.00000000002,25070.428,25415,24306.67146439595,25415,21040.763250766217
0.0,0.012913227,0,-3607.9304615361616,0,-778.734519496058
18416.999999999996,18281.416,18417,15387.760212218469,18417,15255.766331224368
332.0,322.62436,332,1089.825562073689,332,-705.9988152058722
22638.999999999993,22426.766,22639,16925.85833656428,22639,15514.22868187807
4779.999999999996,4751.4175,4780,8088.427850764725,4780,10087.248723706303
0.0,0.011381388,0,-1062.3041764335576,0,-1731.3676037392433
7895.999999999998,7838.217,7896,7825.524298153941,7896,8830.607741332737
12109.00000000001,12007.599,12109,15049.957841797514,12109,13206.929420066284
3621.0000000000027,3623.3936,3621,4750.276437103268,3621,5850.571888220227
2399.0000000000005,2317.3079,2399,2919.4664604657155,2399,2416.3359024275633
15149.000000000013,14958.973,15149,15606.652485754901,15149,15867.062145088534
31463.000000000022,30928.217,31463,27761.80164943327,31463,28304.106099030036
33943.99999999998,33196.973,33944,29368.967929317136,33944,30685.595667280184
0.0,0.011759758,0,1880.386640139579,0,117.00847697462086
9865.000000000007,9672.579,9865,11473.365514732097,9865,8751.140723908931
0.0,0.00949049,0,-4150.50201693266,0,-2895.1398431690977
0.0,0.011367559,0,-357.54911872973753,0,2843.5523772130546
1748.0000000000002,1751.5668,1748,3852.2902084805974,1748,5237.992484814276
28536.000000000007,28099.61,28536,23292.678155037167,28536,21307.564847464637
28021.00000000002,27594.121,28021,21616.54490341994,28021,17515.315488160013
19306.00000000001,18978.02,19306,11387.319179420025,19306,12476.299350909283
0.0,0.011759758,0,1968.4152215448985,0,-270.6680535676569
